video_path,npy_path,label,split,class_index
Adjectives/1. loud/MVI_5257.MOV,extracted_landmarks\Adjectives\1. loud\MVI_5257.npy,1. loud,train,1.0
Greetings/55. Thank you/MVI_0063.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0063.npy,55. Thank you,train,29.0
Adjectives/1. loud/MVI_9535.MOV,extracted_landmarks\Adjectives\1. loud\MVI_9535.npy,1. loud,train,1.0
Clothes/42. T-Shirt/MVI_4202.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_4202.npy,42. T-Shirt,train,18.0
People/78. Girl/MVI_4984.MOV,extracted_landmarks\People\78. Girl\MVI_4984.npy,78. Girl,train,37.0
Adjectives/1. loud/MVI_5179.MOV,extracted_landmarks\Adjectives\1. loud\MVI_5179.npy,1. loud,train,1.0
Greetings/51. Good Morning/MVI_0042.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_0042.npy,51. Good Morning,train,25.0
Jobs/91. Priest/MVI_4487.MOV,extracted_landmarks\Jobs\91. Priest\MVI_4487.npy,91. Priest,train,46.0
Means_of_Transportation/16. train ticket/MVI_3164.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3164.npy,16. train ticket,train,4.0
Places/23. Court/MVI_3455.MOV,extracted_landmarks\Places\23. Court\MVI_3455.npy,23. Court,train,8.0
Home/28. Window/MVI_8766.MP4,extracted_landmarks\Home\28. Window\MVI_8766.npy,28. Window,train,10.0
Animals/1. Dog/MVI_3002.MOV,extracted_landmarks\Animals\1. Dog\MVI_3002.npy,1. Dog,train,0.0
Adjectives/87. hot/MVI_9249.MOV,extracted_landmarks\Adjectives\87. hot\MVI_9249.npy,87. hot,train,45.0
Greetings/55. Thank you/MVI_0059.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0059.npy,55. Thank you,train,29.0
Adjectives/97. dry/MVI_5249.MOV,extracted_landmarks\Adjectives\97. dry\MVI_5249.npy,97. dry,train,49.0
Seasons/61. Summer/MVI_4566.MOV,extracted_landmarks\Seasons\61. Summer\MVI_4566.npy,61. Summer,train,32.0
Jobs/91. Priest/MVI_5342.MOV,extracted_landmarks\Jobs\91. Priest\MVI_5342.npy,91. Priest,train,46.0
People/77. Boy/MVI_4242.MOV,extracted_landmarks\People\77. Boy\MVI_4242.npy,77. Boy,train,36.0
Places/28. Store or Shop/MVI_3475.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3475.npy,28. Store or Shop,train,9.0
Colours/55. White/MVI_5061.MOV,extracted_landmarks\Colours\55. White\MVI_5061.npy,55. White,train,30.0
Days_and_Time/86. Time/MVI_9201.MP4,extracted_landmarks\Days_and_Time\86. Time\MVI_9201.npy,86. Time,train,44.0
Home/34. Pen/MVI_4389.MOV,extracted_landmarks\Home\34. Pen\MVI_4389.npy,34. Pen,train,12.0
Animals/5. Cow/MVI_3075.MOV,extracted_landmarks\Animals\5. Cow\MVI_3075.npy,5. Cow,train,24.0
Adjectives/87. hot/MVI_5137.MOV,extracted_landmarks\Adjectives\87. hot\MVI_5137.npy,87. hot,train,45.0
Places/23. Court/MVI_3533.MOV,extracted_landmarks\Places\23. Court\MVI_3533.npy,23. Court,train,8.0
Colours/54. Black/MVI_5058.MOV,extracted_landmarks\Colours\54. Black\MVI_5058.npy,54. Black,train,27.0
Home/40. Paint/MVI_4928.MOV,extracted_landmarks\Home\40. Paint\MVI_4928.npy,40. Paint,train,17.0
Greetings/55. Thank you/MVI_9950.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_9950.npy,55. Thank you,train,29.0
Jobs/84. Teacher/MVI_5310.MOV,extracted_landmarks\Jobs\84. Teacher\MVI_5310.npy,84. Teacher,train,42.0
People/66. Brother/MVI_4956.MOV,extracted_landmarks\People\66. Brother\MVI_4956.npy,66. Brother,train,34.0
People/78. Girl/MVI_5289.MOV,extracted_landmarks\People\78. Girl\MVI_5289.npy,78. Girl,train,37.0
Adjectives/3. happy/MVI_5342.MOV,extracted_landmarks\Adjectives\3. happy\MVI_5342.npy,3. happy,train,11.0
Clothes/42. T-Shirt/MVI_3706.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_3706.npy,42. T-Shirt,train,18.0
Adjectives/79. short/MVI_9301.MOV,extracted_landmarks\Adjectives\79. short\MVI_9301.npy,79. short,train,40.0
People/66. Brother/MVI_4076.MOV,extracted_landmarks\People\66. Brother\MVI_4076.npy,66. Brother,train,34.0
Pronouns/40. I/MVI_0012.MOV,extracted_landmarks\Pronouns\40. I\MVI_0012.npy,40. I,train,16.0
Colours/55. White/MVI_4043.MOV,extracted_landmarks\Colours\55. White\MVI_4043.npy,55. White,train,30.0
Jobs/91. Priest/MVI_4490.MOV,extracted_landmarks\Jobs\91. Priest\MVI_4490.npy,91. Priest,train,46.0
Adjectives/97. dry/MVI_9360.MOV,extracted_landmarks\Adjectives\97. dry\MVI_9360.npy,97. dry,train,49.0
Adjectives/2. quiet/MVI_5261.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_5261.npy,2. quiet,train,7.0
Greetings/48. Hello/MVI_9984.MOV,extracted_landmarks\Greetings\48. Hello\MVI_9984.npy,48. Hello,train,23.0
Adjectives/94. good/MVI_5316.MOV,extracted_landmarks\Adjectives\94. good\MVI_5316.npy,94. good,train,48.0
Pronouns/46. you (plural)/MVI_0031.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_0031.npy,46. you (plural),train,21.0
Means_of_Transportation/11. Car/MVI_3211.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3211.npy,11. Car,train,2.0
Adjectives/94. good/MVI_9270.MOV,extracted_landmarks\Adjectives\94. good\MVI_9270.npy,94. good,train,48.0
Days_and_Time/86. Time/MVI_9203.MP4,extracted_landmarks\Days_and_Time\86. Time\MVI_9203.npy,86. Time,train,44.0
Seasons/61. Summer/MVI_4567.MOV,extracted_landmarks\Seasons\61. Summer\MVI_4567.npy,61. Summer,train,32.0
Adjectives/3. happy/MVI_9454.MOV,extracted_landmarks\Adjectives\3. happy\MVI_9454.npy,3. happy,train,11.0
Colours/47. Red/MVI_4017.MOV,extracted_landmarks\Colours\47. Red\MVI_4017.npy,47. Red,train,22.0
Colours/55. White/MVI_5210.MOV,extracted_landmarks\Colours\55. White\MVI_5210.npy,55. White,train,30.0
Adjectives/3. happy/MVI_9295.MOV,extracted_landmarks\Adjectives\3. happy\MVI_9295.npy,3. happy,train,11.0
Places/19. House/MVI_3596.MOV,extracted_landmarks\Places\19. House\MVI_3596.npy,19. House,train,5.0
Adjectives/94. good/MVI_9510.MOV,extracted_landmarks\Adjectives\94. good\MVI_9510.npy,94. good,train,48.0
Colours/54. Black/MVI_8619.MP4,extracted_landmarks\Colours\54. Black\MVI_8619.npy,54. Black,train,27.0
Adjectives/83. big large/MVI_5285.MOV,extracted_landmarks\Adjectives\83. big large\MVI_5285.npy,83. big large,train,41.0
Adjectives/78. long/MVI_9378.MOV,extracted_landmarks\Adjectives\78. long\MVI_9378.npy,78. long,train,39.0
Electronics/53. Fan/MVI_4966.MOV,extracted_landmarks\Electronics\53. Fan\MVI_4966.npy,53. Fan,train,26.0
Adjectives/87. hot/MVI_9488.MOV,extracted_landmarks\Adjectives\87. hot\MVI_9488.npy,87. hot,train,45.0
Pronouns/44. it/MVI_9936.MOV,extracted_landmarks\Pronouns\44. it\MVI_9936.npy,44. it,train,20.0
Adjectives/84. small little/MVI_9398.MOV,extracted_landmarks\Adjectives\84. small little\MVI_9398.npy,84. small little,train,43.0
People/78. Girl/MVI_5137.MOV,extracted_landmarks\People\78. Girl\MVI_5137.npy,78. Girl,train,37.0
Adjectives/87. hot/MVI_5218.MOV,extracted_landmarks\Adjectives\87. hot\MVI_5218.npy,87. hot,train,45.0
People/78. Girl/MVI_5290.MOV,extracted_landmarks\People\78. Girl\MVI_5290.npy,78. Girl,train,37.0
Clothes/42. T-Shirt/MVI_3705.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_3705.npy,42. T-Shirt,train,18.0
Electronics/53. Fan/MVI_5390.MOV,extracted_landmarks\Electronics\53. Fan\MVI_5390.npy,53. Fan,train,26.0
Colours/47. Red/MVI_5185.MOV,extracted_landmarks\Colours\47. Red\MVI_5185.npy,47. Red,train,22.0
Greetings/48. Hello/MVI_9916.MOV,extracted_landmarks\Greetings\48. Hello\MVI_9916.npy,48. Hello,train,23.0
People/78. Girl/MVI_4114.MOV,extracted_landmarks\People\78. Girl\MVI_4114.npy,78. Girl,train,37.0
Home/40. Paint/MVI_8818.MP4,extracted_landmarks\Home\40. Paint\MVI_8818.npy,40. Paint,train,17.0
Animals/4. Bird/MVI_3012.MOV,extracted_landmarks\Animals\4. Bird\MVI_3012.npy,4. Bird,train,15.0
Greetings/55. Thank you/MVI_0060.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0060.npy,55. Thank you,train,29.0
Clothes/42. T-Shirt/MVI_4883.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_4883.npy,42. T-Shirt,train,18.0
Greetings/55. Thank you/MVI_0058.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0058.npy,55. Thank you,train,29.0
Means_of_Transportation/11. Car/MVI_3117.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3117.npy,11. Car,train,2.0
Colours/54. Black/MVI_5060.MOV,extracted_landmarks\Colours\54. Black\MVI_5060.npy,54. Black,train,27.0
Clothes/37. Hat/MVI_4866.MOV,extracted_landmarks\Clothes\37. Hat\MVI_4866.npy,37. Hat,train,14.0
Colours/55. White/MVI_4042.MOV,extracted_landmarks\Colours\55. White\MVI_4042.npy,55. White,train,30.0
Places/19. House/MVI_3267.MOV,extracted_landmarks\Places\19. House\MVI_3267.npy,19. House,train,5.0
Jobs/91. Priest/MVI_5343.MOV,extracted_landmarks\Jobs\91. Priest\MVI_5343.npy,91. Priest,train,46.0
Electronics/54. Cell phone/MVI_4539.MOV,extracted_landmarks\Electronics\54. Cell phone\MVI_4539.npy,54. Cell phone,train,28.0
Adjectives/2. quiet/MVI_9294.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_9294.npy,2. quiet,train,7.0
Animals/1. Dog/MVI_3004.MOV,extracted_landmarks\Animals\1. Dog\MVI_3004.npy,1. Dog,train,0.0
Electronics/53. Fan/MVI_4536.MOV,extracted_landmarks\Electronics\53. Fan\MVI_4536.npy,53. Fan,train,26.0
Pronouns/46. you (plural)/MVI_9908.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_9908.npy,46. you (plural),train,21.0
Clothes/42. T-Shirt/MVI_5170.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_5170.npy,42. T-Shirt,train,18.0
Places/23. Court/MVI_3370.MOV,extracted_landmarks\Places\23. Court\MVI_3370.npy,23. Court,train,8.0
People/77. Boy/MVI_4109.MOV,extracted_landmarks\People\77. Boy\MVI_4109.npy,77. Boy,train,36.0
Animals/1. Dog/MVI_3085.MOV,extracted_landmarks\Animals\1. Dog\MVI_3085.npy,1. Dog,train,0.0
Adjectives/3. happy/MVI_9541.MOV,extracted_landmarks\Adjectives\3. happy\MVI_9541.npy,3. happy,train,11.0
Adjectives/97. dry/MVI_9359.MOV,extracted_landmarks\Adjectives\97. dry\MVI_9359.npy,97. dry,train,49.0
Pronouns/40. I/MVI_9958.MOV,extracted_landmarks\Pronouns\40. I\MVI_9958.npy,40. I,train,16.0
Adjectives/87. hot/MVI_5138.MOV,extracted_landmarks\Adjectives\87. hot\MVI_5138.npy,87. hot,train,45.0
Electronics/54. Cell phone/MVI_4968.MOV,extracted_landmarks\Electronics\54. Cell phone\MVI_4968.npy,54. Cell phone,train,28.0
Greetings/55. Thank you/MVI_0008.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0008.npy,55. Thank you,train,29.0
Pronouns/46. you (plural)/MVI_9975.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_9975.npy,46. you (plural),train,21.0
Home/40. Paint/MVI_4414.MOV,extracted_landmarks\Home\40. Paint\MVI_4414.npy,40. Paint,train,17.0
Colours/55. White/MVI_3745.MOV,extracted_landmarks\Colours\55. White\MVI_3745.npy,55. White,train,30.0
Greetings/51. Good Morning/MVI_9991.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_9991.npy,51. Good Morning,train,25.0
Adjectives/79. short/MVI_5189.MOV,extracted_landmarks\Adjectives\79. short\MVI_5189.npy,79. short,train,40.0
Adjectives/78. long/MVI_9217.MOV,extracted_landmarks\Adjectives\78. long\MVI_9217.npy,78. long,train,39.0
Means_of_Transportation/11. Car/MVI_3175.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3175.npy,11. Car,train,2.0
Society/2. Death/MVI_4258.MOV,extracted_landmarks\Society\2. Death\MVI_4258.npy,2. Death,train,6.0
Home/34. Pen/MVI_9033.MP4,extracted_landmarks\Home\34. Pen\MVI_9033.npy,34. Pen,train,12.0
Clothes/37. Hat/MVI_3690.MOV,extracted_landmarks\Clothes\37. Hat\MVI_3690.npy,37. Hat,train,14.0
Pronouns/46. you (plural)/MVI_0084.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_0084.npy,46. you (plural),train,21.0
Adjectives/84. small little/MVI_9319.MOV,extracted_landmarks\Adjectives\84. small little\MVI_9319.npy,84. small little,train,43.0
Adjectives/3. happy/MVI_5341.MOV,extracted_landmarks\Adjectives\3. happy\MVI_5341.npy,3. happy,train,11.0
People/61. Father/MVI_5227.MOV,extracted_landmarks\People\61. Father\MVI_5227.npy,61. Father,train,31.0
Adjectives/78. long/MVI_9218.MOV,extracted_landmarks\Adjectives\78. long\MVI_9218.npy,78. long,train,39.0
Greetings/48. Hello/MVI_9954.MOV,extracted_landmarks\Greetings\48. Hello\MVI_9954.npy,48. Hello,train,23.0
Adjectives/87. hot/MVI_9330.MOV,extracted_landmarks\Adjectives\87. hot\MVI_9330.npy,87. hot,train,45.0
Places/23. Court/MVI_3454.MOV,extracted_landmarks\Places\23. Court\MVI_3454.npy,23. Court,train,8.0
Clothes/37. Hat/MVI_5007.MOV,extracted_landmarks\Clothes\37. Hat\MVI_5007.npy,37. Hat,train,14.0
Pronouns/40. I/MVI_9918.MOV,extracted_landmarks\Pronouns\40. I\MVI_9918.npy,40. I,train,16.0
Days_and_Time/78. Year/MVI_5047.MOV,extracted_landmarks\Days_and_Time\78. Year\MVI_5047.npy,78. Year,train,38.0
Pronouns/40. I/MVI_0013.MOV,extracted_landmarks\Pronouns\40. I\MVI_0013.npy,40. I,train,16.0
Adjectives/87. hot/MVI_5297.MOV,extracted_landmarks\Adjectives\87. hot\MVI_5297.npy,87. hot,train,45.0
Animals/5. Cow/MVI_3015.MOV,extracted_landmarks\Animals\5. Cow\MVI_3015.npy,5. Cow,train,24.0
People/66. Brother/MVI_4955.MOV,extracted_landmarks\People\66. Brother\MVI_4955.npy,66. Brother,train,34.0
Adjectives/94. good/MVI_5317.MOV,extracted_landmarks\Adjectives\94. good\MVI_5317.npy,94. good,train,48.0
Jobs/91. Priest/MVI_4771.MOV,extracted_landmarks\Jobs\91. Priest\MVI_4771.npy,91. Priest,train,46.0
Jobs/91. Priest/MVI_4770.MOV,extracted_landmarks\Jobs\91. Priest\MVI_4770.npy,91. Priest,train,46.0
Clothes/44. Shoes/MVI_3712.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_3712.npy,44. Shoes,train,19.0
Adjectives/3. happy/MVI_5265.MOV,extracted_landmarks\Adjectives\3. happy\MVI_5265.npy,3. happy,train,11.0
Animals/4. Bird/MVI_3072.MOV,extracted_landmarks\Animals\4. Bird\MVI_3072.npy,4. Bird,train,15.0
Days_and_Time/86. Time/MVI_9202.MP4,extracted_landmarks\Days_and_Time\86. Time\MVI_9202.npy,86. Time,train,44.0
Adjectives/91. new/MVI_5151.MOV,extracted_landmarks\Adjectives\91. new\MVI_5151.npy,91. new,train,47.0
Greetings/51. Good Morning/MVI_0043.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_0043.npy,51. Good Morning,train,25.0
Pronouns/46. you (plural)/MVI_0030.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_0030.npy,46. you (plural),train,21.0
People/61. Father/MVI_4942.MOV,extracted_landmarks\People\61. Father\MVI_4942.npy,61. Father,train,31.0
Places/28. Store or Shop/MVI_3473.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3473.npy,28. Store or Shop,train,9.0
Adjectives/2. quiet/MVI_5262.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_5262.npy,2. quiet,train,7.0
Society/2. Death/MVI_8930.MP4,extracted_landmarks\Society\2. Death\MVI_8930.npy,2. Death,train,6.0
Electronics/53. Fan/MVI_4965.MOV,extracted_landmarks\Electronics\53. Fan\MVI_4965.npy,53. Fan,train,26.0
Home/28. Window/MVI_8767.MP4,extracted_landmarks\Home\28. Window\MVI_8767.npy,28. Window,train,10.0
People/61. Father/MVI_3912.MOV,extracted_landmarks\People\61. Father\MVI_3912.npy,61. Father,train,31.0
People/61. Father/MVI_3763.MOV,extracted_landmarks\People\61. Father\MVI_3763.npy,61. Father,train,31.0
Adjectives/84. small little/MVI_9479.MOV,extracted_landmarks\Adjectives\84. small little\MVI_9479.npy,84. small little,train,43.0
Adjectives/84. small little/MVI_9321.MOV,extracted_landmarks\Adjectives\84. small little\MVI_9321.npy,84. small little,train,43.0
Adjectives/87. hot/MVI_9247.MOV,extracted_landmarks\Adjectives\87. hot\MVI_9247.npy,87. hot,train,45.0
Days_and_Time/78. Year/MVI_5492.MOV,extracted_landmarks\Days_and_Time\78. Year\MVI_5492.npy,78. Year,train,38.0
Home/34. Pen/MVI_8791.MP4,extracted_landmarks\Home\34. Pen\MVI_8791.npy,34. Pen,train,12.0
Pronouns/40. I/MVI_9957.MOV,extracted_landmarks\Pronouns\40. I\MVI_9957.npy,40. I,train,16.0
Clothes/44. Shoes/MVI_5176.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_5176.npy,44. Shoes,train,19.0
Adjectives/97. dry/MVI_9522.MOV,extracted_landmarks\Adjectives\97. dry\MVI_9522.npy,97. dry,train,49.0
Electronics/54. Cell phone/MVI_9100.MP4,extracted_landmarks\Electronics\54. Cell phone\MVI_9100.npy,54. Cell phone,train,28.0
Adjectives/84. small little/MVI_9478.MOV,extracted_landmarks\Adjectives\84. small little\MVI_9478.npy,84. small little,train,43.0
Adjectives/94. good/MVI_5160.MOV,extracted_landmarks\Adjectives\94. good\MVI_5160.npy,94. good,train,48.0
Pronouns/44. it/MVI_0025.MOV,extracted_landmarks\Pronouns\44. it\MVI_0025.npy,44. it,train,20.0
Greetings/48. Hello/MVI_9956.MOV,extracted_landmarks\Greetings\48. Hello\MVI_9956.npy,48. Hello,train,23.0
Adjectives/78. long/MVI_9459.MOV,extracted_landmarks\Adjectives\78. long\MVI_9459.npy,78. long,train,39.0
Adjectives/79. short/MVI_9461.MOV,extracted_landmarks\Adjectives\79. short\MVI_9461.npy,79. short,train,40.0
Means_of_Transportation/16. train ticket/MVI_3133.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3133.npy,16. train ticket,train,4.0
Pronouns/46. you (plural)/MVI_0023.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_0023.npy,46. you (plural),train,21.0
Animals/4. Bird/MVI_4157.MOV,extracted_landmarks\Animals\4. Bird\MVI_4157.npy,4. Bird,train,15.0
Jobs/91. Priest/MVI_4486.MOV,extracted_landmarks\Jobs\91. Priest\MVI_4486.npy,91. Priest,train,46.0
Places/23. Court/MVI_3287.MOV,extracted_landmarks\Places\23. Court\MVI_3287.npy,23. Court,train,8.0
Adjectives/94. good/MVI_9351.MOV,extracted_landmarks\Adjectives\94. good\MVI_9351.npy,94. good,train,48.0
Home/34. Pen/MVI_9032.MP4,extracted_landmarks\Home\34. Pen\MVI_9032.npy,34. Pen,train,12.0
People/61. Father/MVI_5228.MOV,extracted_landmarks\People\61. Father\MVI_5228.npy,61. Father,train,31.0
People/77. Boy/MVI_4112.MOV,extracted_landmarks\People\77. Boy\MVI_4112.npy,77. Boy,train,36.0
Days_and_Time/86. Time/MVI_5526.MOV,extracted_landmarks\Days_and_Time\86. Time\MVI_5526.npy,86. Time,train,44.0
People/61. Father/MVI_5081.MOV,extracted_landmarks\People\61. Father\MVI_5081.npy,61. Father,train,31.0
Seasons/61. Summer/MVI_4990.MOV,extracted_landmarks\Seasons\61. Summer\MVI_4990.npy,61. Summer,train,32.0
Home/40. Paint/MVI_4926.MOV,extracted_landmarks\Home\40. Paint\MVI_4926.npy,40. Paint,train,17.0
Animals/5. Cow/MVI_8569.MP4,extracted_landmarks\Animals\5. Cow\MVI_8569.npy,5. Cow,train,24.0
Adjectives/78. long/MVI_5107.MOV,extracted_landmarks\Adjectives\78. long\MVI_5107.npy,78. long,train,39.0
Clothes/37. Hat/MVI_4197.MOV,extracted_landmarks\Clothes\37. Hat\MVI_4197.npy,37. Hat,train,14.0
Home/34. Pen/MVI_9034.MP4,extracted_landmarks\Home\34. Pen\MVI_9034.npy,34. Pen,train,12.0
Seasons/64. Fall/MVI_9133.MP4,extracted_landmarks\Seasons\64. Fall\MVI_9133.npy,64. Fall,train,33.0
Animals/4. Bird/MVI_3071.MOV,extracted_landmarks\Animals\4. Bird\MVI_3071.npy,4. Bird,train,15.0
Colours/47. Red/MVI_3867.MOV,extracted_landmarks\Colours\47. Red\MVI_3867.npy,47. Red,train,22.0
Greetings/51. Good Morning/MVI_9934.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_9934.npy,51. Good Morning,train,25.0
Adjectives/94. good/MVI_9268.MOV,extracted_landmarks\Adjectives\94. good\MVI_9268.npy,94. good,train,48.0
Colours/55. White/MVI_4216.MOV,extracted_landmarks\Colours\55. White\MVI_4216.npy,55. White,train,30.0
People/77. Boy/MVI_5133.MOV,extracted_landmarks\People\77. Boy\MVI_5133.npy,77. Boy,train,36.0
Adjectives/3. happy/MVI_9374.MOV,extracted_landmarks\Adjectives\3. happy\MVI_9374.npy,3. happy,train,11.0
Adjectives/84. small little/MVI_9400.MOV,extracted_landmarks\Adjectives\84. small little\MVI_9400.npy,84. small little,train,43.0
Clothes/44. Shoes/MVI_5030.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_5030.npy,44. Shoes,train,19.0
Society/14. Election/MVI_4304.MOV,extracted_landmarks\Society\14. Election\MVI_4304.npy,14. Election,train,3.0
Adjectives/2. quiet/MVI_9373.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_9373.npy,2. quiet,train,7.0
People/61. Father/MVI_4941.MOV,extracted_landmarks\People\61. Father\MVI_4941.npy,61. Father,train,31.0
Animals/5. Cow/MVI_8570.MP4,extracted_landmarks\Animals\5. Cow\MVI_8570.npy,5. Cow,train,24.0
Adjectives/79. short/MVI_5111.MOV,extracted_landmarks\Adjectives\79. short\MVI_5111.npy,79. short,train,40.0
Clothes/37. Hat/MVI_3835.MOV,extracted_landmarks\Clothes\37. Hat\MVI_3835.npy,37. Hat,train,14.0
Greetings/55. Thank you/MVI_0007.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0007.npy,55. Thank you,train,29.0
Adjectives/84. small little/MVI_9238.MOV,extracted_landmarks\Adjectives\84. small little\MVI_9238.npy,84. small little,train,43.0
Animals/5. Cow/MVI_3049.MOV,extracted_landmarks\Animals\5. Cow\MVI_3049.npy,5. Cow,train,24.0
Adjectives/2. quiet/MVI_9292.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_9292.npy,2. quiet,train,7.0
Places/35. Bank/MVI_3500.MOV,extracted_landmarks\Places\35. Bank\MVI_3500.npy,35. Bank,train,13.0
Seasons/64. Fall/MVI_9134.MP4,extracted_landmarks\Seasons\64. Fall\MVI_9134.npy,64. Fall,train,33.0
Pronouns/40. I/MVI_0002.MOV,extracted_landmarks\Pronouns\40. I\MVI_0002.npy,40. I,train,16.0
Pronouns/46. you (plural)/MVI_0024.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_0024.npy,46. you (plural),train,21.0
Home/40. Paint/MVI_8819.MP4,extracted_landmarks\Home\40. Paint\MVI_8819.npy,40. Paint,train,17.0
Adjectives/78. long/MVI_9458.MOV,extracted_landmarks\Adjectives\78. long\MVI_9458.npy,78. long,train,39.0
Places/19. House/MVI_3437.MOV,extracted_landmarks\Places\19. House\MVI_3437.npy,19. House,train,5.0
Adjectives/91. new/MVI_5307.MOV,extracted_landmarks\Adjectives\91. new\MVI_5307.npy,91. new,train,47.0
Adjectives/84. small little/MVI_5207.MOV,extracted_landmarks\Adjectives\84. small little\MVI_5207.npy,84. small little,train,43.0
Adjectives/83. big large/MVI_9477.MOV,extracted_landmarks\Adjectives\83. big large\MVI_9477.npy,83. big large,train,41.0
Adjectives/83. big large/MVI_9476.MOV,extracted_landmarks\Adjectives\83. big large\MVI_9476.npy,83. big large,train,41.0
Adjectives/83. big large/MVI_9235.MOV,extracted_landmarks\Adjectives\83. big large\MVI_9235.npy,83. big large,train,41.0
Animals/4. Bird/MVI_3040.MOV,extracted_landmarks\Animals\4. Bird\MVI_3040.npy,4. Bird,train,15.0
Society/14. Election/MVI_8712.MP4,extracted_landmarks\Society\14. Election\MVI_8712.npy,14. Election,train,3.0
Greetings/55. Thank you/MVI_9949.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_9949.npy,55. Thank you,train,29.0
Society/14. Election/MVI_8969.MP4,extracted_landmarks\Society\14. Election\MVI_8969.npy,14. Election,train,3.0
Colours/47. Red/MVI_5039.MOV,extracted_landmarks\Colours\47. Red\MVI_5039.npy,47. Red,train,22.0
Adjectives/91. new/MVI_9340.MOV,extracted_landmarks\Adjectives\91. new\MVI_9340.npy,91. new,train,47.0
Adjectives/83. big large/MVI_9394.MOV,extracted_landmarks\Adjectives\83. big large\MVI_9394.npy,83. big large,train,41.0
Pronouns/44. it/MVI_9937.MOV,extracted_landmarks\Pronouns\44. it\MVI_9937.npy,44. it,train,20.0
Places/35. Bank/MVI_3663.MOV,extracted_landmarks\Places\35. Bank\MVI_3663.npy,35. Bank,train,13.0
Colours/54. Black/MVI_4918.MOV,extracted_landmarks\Colours\54. Black\MVI_4918.npy,54. Black,train,27.0
Adjectives/3. happy/MVI_5343.MOV,extracted_landmarks\Adjectives\3. happy\MVI_5343.npy,3. happy,train,11.0
Colours/55. White/MVI_4044.MOV,extracted_landmarks\Colours\55. White\MVI_4044.npy,55. White,train,30.0
Electronics/53. Fan/MVI_5389.MOV,extracted_landmarks\Electronics\53. Fan\MVI_5389.npy,53. Fan,train,26.0
Places/28. Store or Shop/MVI_3554.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3554.npy,28. Store or Shop,train,9.0
Animals/5. Cow/MVI_3098.MOV,extracted_landmarks\Animals\5. Cow\MVI_3098.npy,5. Cow,train,24.0
Means_of_Transportation/16. train ticket/MVI_3194.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3194.npy,16. train ticket,train,4.0
Home/34. Pen/MVI_8794.MP4,extracted_landmarks\Home\34. Pen\MVI_8794.npy,34. Pen,train,12.0
Places/28. Store or Shop/MVI_3553.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3553.npy,28. Store or Shop,train,9.0
Means_of_Transportation/11. Car/MVI_3210.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3210.npy,11. Car,train,2.0
Greetings/51. Good Morning/MVI_0046.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_0046.npy,51. Good Morning,train,25.0
People/61. Father/MVI_4060.MOV,extracted_landmarks\People\61. Father\MVI_4060.npy,61. Father,train,31.0
Seasons/61. Summer/MVI_4992.MOV,extracted_landmarks\Seasons\61. Summer\MVI_4992.npy,61. Summer,train,32.0
